customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,Base_Revenue,FTP_Cost,Allocated_Cost,PD_Risk
15647091,725,Germany,Male,19,0,75888.2,1,0,0,45613.75,0,3751.49,1033.22,150,0.05
15623944,511,Spain,Female,66,4,0.0,1,1,0,1643.11,1,50.0,14.23,150,0.1356
15804771,614,France,Male,51,4,40685.92,1,1,1,46775.28,0,2041.54,479.28,175,0.0944
15651280,742,Germany,Male,35,5,136857.0,1,0,0,84509.57,0,4904.47,1010.93,150,0.0432
15773469,687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0,6500.4,1732.83,200,0.0652
15702014,555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0,3188.44,873.47,200,0.118
15751208,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0,3858.97,935.42,175,0.0664
15592461,603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0,5174.44,1336.61,175,0.0988
15789484,751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0,7482.0,2235.15,225,0.0396
15696061,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0,4456.46,1000.47,150,0.1076
15641582,735,Germany,Male,43,10,123180.01,2,1,1,196673.28,0,5637.29,1450.46,225,0.046
15638424,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0,7163.34,1870.32,225,0.0756
15755648,675,France,Female,21,8,98373.26,1,1,0,18203.0,0,3948.93,1006.62,150,0.07
15703793,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,4791.12,1374.63,300,0.0448
15620344,813,France,Male,29,6,0.0,1,1,0,33953.87,0,150.53,39.21,150,0.0148
15812518,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0,6143.27,1540.66,175,0.0772
15779052,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0,6931.66,1471.6,225,0.0984
15770811,519,France,Male,36,9,0.0,2,0,1,145562.4,0,738.18,199.55,225,0.1324
15780961,735,France,Female,21,1,178718.19,2,1,0,22388.0,0,7762.01,1654.94,200,0.046
15614049,664,France,Male,55,8,0.0,2,1,1,139161.64,0,666.08,134.99,225,0.0744
15662085,678,France,Female,32,9,0.0,1,1,1,148210.64,0,752.8,187.34,175,0.0688
15575185,757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0,4315.4,1110.11,175,0.0372
15803136,416,Germany,Female,41,10,122189.66,2,1,0,98301.61,0,5212.69,1563.31,200,0.1736
15706021,665,France,Female,34,1,96645.54,2,0,0,171413.66,0,4938.62,1339.52,200,0.074
15663706,777,France,Female,32,2,0.0,1,1,0,136458.19,1,637.13,181.49,150,0.0292
15641732,543,France,Female,36,3,0.0,2,0,0,26019.59,0,125.37,29.42,200,0.1228
15701164,506,France,Female,34,4,90307.62,1,1,1,159235.29,0,4240.19,1063.83,175,0.1376
15738751,493,France,Female,46,4,0.0,2,1,0,1907.66,0,50.0,14.87,200,0.1428
15805254,652,Spain,Female,75,10,0.0,2,1,1,114675.75,0,601.3,145.36,225,0.0792
15762418,750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1,5251.83,1474.34,150,0.04
15625759,729,France,Male,30,9,0.0,2,1,0,151869.35,0,760.3,192.05,200,0.0484
15622897,646,France,Female,46,4,0.0,3,1,0,93251.42,1,488.67,108.68,250,0.0816
15767954,635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0,4229.7,1091.44,225,0.086
15757535,647,Spain,Female,44,5,0.0,3,1,1,174205.22,1,928.98,206.05,275,0.0812
15731511,808,France,Male,45,7,118626.55,2,1,0,147132.46,0,5426.75,1086.99,200,0.0168
15809248,524,France,Female,36,10,0.0,2,1,0,109614.57,0,524.87,117.36,200,0.1304
15640635,769,France,Male,29,8,0.0,2,1,1,172290.61,0,854.59,187.42,225,0.0324
15676966,730,Spain,Male,42,4,0.0,2,0,1,85982.47,0,357.37,84.73,225,0.048
15699461,515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0,6549.24,1891.81,175,0.134
15738721,773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0,3849.31,919.16,175,0.0308
15693683,814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0,4384.19,1247.38,225,0.0144
15604348,710,Spain,Male,22,8,0.0,2,0,0,99645.04,0,518.14,132.42,200,0.056
15633059,413,France,Male,34,9,0.0,2,0,0,6534.18,0,50.0,10.04,200,0.1748
15808582,665,France,Female,40,6,0.0,1,1,1,161848.03,0,778.64,170.42,175,0.074
15743192,623,France,Female,44,6,0.0,2,0,0,167162.43,0,944.4,276.83,200,0.0908
15580146,738,France,Male,31,9,82674.15,1,1,0,41970.72,0,3391.53,883.21,150,0.0448
15776605,528,Spain,Male,36,7,0.0,2,1,0,60536.56,0,325.01,95.21,200,0.1288
15804919,670,Spain,Female,65,1,0.0,1,1,1,177655.68,1,805.35,186.05,175,0.072
15613854,622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1,4346.68,1180.8,225,0.0912
15599195,582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0,3265.07,905.09,175,0.1072
15812878,785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0,4035.54,1200.86,175,0.026
15602312,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0,6897.72,1392.08,150,0.098
15744689,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1,3483.3,1028.35,150,0.1484
15803526,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0,4107.91,982.44,175,0.066
15665790,538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0,4564.35,1295.36,200,0.1248
15715951,562,France,Male,42,2,100238.35,1,0,0,86797.41,0,4179.51,1063.57,150,0.1152
15591100,675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,3731.74,957.06,175,0.07
15609618,721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1,6733.75,1588.75,225,0.0516
15675522,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0,5364.95,1517.46,225,0.0888
15705512,668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0,7462.45,1689.51,150,0.0728
15698028,506,France,Female,41,1,0.0,2,1,0,31766.3,0,159.18,39.67,200,0.1376
15661670,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,6162.14,1577.62,150,0.1304
15600781,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,7819.37,2144.48,200,0.0604
15682472,828,France,Male,34,8,129433.34,2,0,0,38131.77,0,4818.58,1190.98,200,0.0088
15580203,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,5403.56,1448.31,150,0.0704
15690673,656,France,Female,39,6,0.0,2,1,0,141069.88,0,720.87,179.16,200,0.0776
15760085,684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0,6867.79,1826.37,175,0.0664
15779659,625,France,Female,28,3,0.0,1,0,0,183646.41,0,994.91,266.05,150,0.09
15627360,432,France,Male,42,9,152603.45,1,1,0,110265.24,1,6892.98,1867.61,150,0.1672
15671137,549,France,Female,52,1,0.0,1,0,1,8636.05,1,50.0,14.12,175,0.1204
15782688,625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1,5440.42,1382.26,150,0.09
15575492,828,France,Female,41,7,0.0,2,1,0,171378.77,0,802.07,175.92,200,0.0088
15591607,770,France,Male,24,9,101827.07,1,1,0,167256.35,0,4454.47,1193.64,150,0.032
15740404,758,France,Female,34,3,0.0,2,1,1,124226.16,0,596.92,123.99,225,0.0368
15718369,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0,5009.43,1111.57,175,0.022
15677871,687,France,Male,38,9,122570.87,1,1,1,35608.88,0,5403.59,1508.77,175,0.0652
15642004,686,France,Male,25,1,0.0,2,0,1,16459.37,0,80.47,19.6,225,0.0656
15712543,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0,4789.31,1196.39,225,0.0244
15584518,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0,5364.16,1602.49,225,0.1044
15802381,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0,3491.62,780.44,175,0.1556
15610156,637,France,Male,40,2,133463.1,1,0,1,93165.34,0,6290.83,1270.47,175,0.0852
15594408,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1,10679.08,2254.75,150,0.1064
15640905,579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1,6744.35,1513.77,225,0.1084
15698932,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0,6712.92,1829.89,150,0.0376
15724944,663,France,Male,34,7,0.0,2,1,1,180427.24,0,812.87,225.64,225,0.0748
15628145,682,France,Female,43,5,125851.93,1,1,1,193318.33,0,4721.3,1211.24,175,0.0672
15713483,793,Spain,Male,52,2,0.0,1,1,0,159123.82,1,816.92,184.22,150,0.0228
15612350,691,France,Female,31,5,40915.55,1,1,0,126213.84,1,2083.34,525.36,150,0.0636
15800703,485,Spain,Female,21,5,113157.22,1,1,1,54141.5,0,4597.75,926.43,175,0.146
15705707,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0,5855.47,1570.32,200,0.086
15754105,650,France,Male,37,5,106967.18,1,0,0,24495.03,0,4339.2,1134.4,150,0.08
15703264,735,France,Male,44,9,120681.63,1,1,0,74836.34,0,5755.91,1163.73,150,0.046
15794413,416,France,Male,32,0,0.0,2,0,1,878.87,0,50.0,14.09,225,0.1736
15650237,754,Spain,Female,32,7,0.0,2,1,0,89520.75,0,440.5,121.73,200,0.0384
15759618,535,France,Female,48,9,0.0,1,1,0,149892.79,1,671.85,155.08,150,0.126
15811589,716,Spain,Male,42,8,0.0,2,1,0,180800.42,0,752.61,198.34,200,0.0536
15689044,539,France,Male,37,2,127609.59,1,1,0,98646.22,0,5325.4,1385.4,150,0.1244
15709368,614,France,Female,43,6,0.0,2,1,1,109041.53,0,542.28,116.22,225,0.0944
15679145,706,Spain,Male,57,7,0.0,1,1,0,17941.16,1,105.57,23.15,150,0.0576
15655007,758,France,Female,33,7,0.0,2,0,0,82996.47,0,420.39,112.8,200,0.0368
15623595,586,Spain,Female,28,2,0.0,2,1,1,92067.35,0,505.58,148.31,225,0.1056
15589975,646,France,Female,73,6,97259.25,1,0,1,104719.66,0,4193.58,1080.39,175,0.0816
15804017,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0,4842.38,1243.43,150,0.0876
15692132,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0,4034.9,1067.91,175,0.0532
15641122,684,France,Male,30,2,0.0,2,1,0,83473.82,0,387.1,94.47,200,0.0664
15630910,800,France,Female,49,7,108007.36,1,0,0,47125.11,0,5525.63,1135.06,150,0.02
15680772,721,Spain,Female,36,2,0.0,2,1,1,106977.8,0,490.95,117.66,225,0.0516
15658929,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1,6097.76,1768.5,150,0.0668
15585388,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0,5191.67,1456.24,225,0.076
15724623,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,5830.78,1706.92,150,0.0584
15588537,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0,5548.71,1194.54,150,0.094
15574692,667,Spain,Female,39,2,0.0,2,1,0,40721.24,1,200.42,50.22,200,0.0732
15611325,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0,2572.34,664.88,200,0.0672
15587562,484,France,Female,29,4,130114.39,1,1,0,164017.89,0,5630.18,1244.23,150,0.1464
15613172,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0,4818.82,1060.61,200,0.0888
15651022,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,4974.58,1383.94,150,0.148
15586310,578,France,Male,30,4,169462.09,1,1,0,112187.11,0,6439.9,1720.65,150,0.1088
15625524,512,France,Male,40,5,0.0,2,1,1,146457.83,0,638.71,169.08,225,0.1352
15755209,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,5585.93,1266.32,175,0.1464
15645248,510,France,Female,30,0,0.0,2,1,1,130553.47,0,755.85,189.47,225,0.136
15790355,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0,8652.19,1750.4,200,0.0976
15762615,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0,4499.57,958.38,175,0.1012
15625426,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,6690.68,1684.88,150,0.0384
15716334,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0,5641.54,1303.01,175,0.005
15789669,510,France,Male,65,2,0.0,2,1,1,48071.61,0,245.63,72.85,225,0.136
15621075,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0,7056.29,1743.95,200,0.0288
15810845,636,France,Male,42,2,0.0,2,1,1,55470.78,0,308.04,64.18,225,0.0856
15719377,804,France,Female,50,4,0.0,1,1,1,8546.87,1,50.0,10.09,175,0.0184
15654506,514,France,Male,32,8,0.0,2,1,0,95857.18,0,552.89,150.68,200,0.1344
15771977,730,France,Female,39,1,99010.67,1,1,0,194945.8,0,5025.58,1091.31,150,0.048
15708710,525,Spain,Female,37,0,0.0,1,0,1,131521.72,0,577.09,126.26,175,0.13
15726676,616,Spain,Male,30,5,0.0,2,0,1,196108.51,0,846.39,205.15,225,0.0936
15587421,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0,6056.56,1371.24,200,0.0652
15726931,715,France,Female,41,8,56214.85,2,0,0,92982.61,1,3181.22,832.39,200,0.054
15771086,512,France,Female,36,3,84327.77,2,1,0,17675.36,0,3399.35,844.97,200,0.1352
15756850,479,France,Male,40,1,0.0,2,0,0,114996.43,0,552.95,116.75,200,0.1484
15702741,601,France,Male,32,8,93012.89,1,1,0,86957.42,0,4762.58,1326.26,150,0.0996
15679200,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,2764.65,670.67,200,0.108
15594815,807,France,Male,35,3,174790.15,1,1,1,600.36,0,6368.78,1662.78,175,0.0172
15635905,616,Spain,Female,32,6,0.0,2,1,1,43001.46,0,228.84,45.86,225,0.0936
15777892,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,4900.46,1287.06,175,0.0516
15656176,501,France,Male,57,10,0.0,2,1,1,47847.19,0,239.11,54.59,225,0.1396
15811127,521,France,Male,35,6,96423.84,1,1,0,10488.44,0,3845.5,959.21,150,0.1316
15604482,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0,5862.95,1347.14,175,0.005
15622911,759,France,Male,42,4,105420.18,1,0,1,121409.06,0,5502.8,1648.78,175,0.0364
15600974,516,Spain,Male,50,5,0.0,1,0,1,146145.93,1,737.35,164.49,175,0.1336
15727868,711,France,Female,38,2,129022.06,2,1,1,14374.86,1,5569.71,1622.38,225,0.0556
15627801,512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0,5994.19,1749.08,150,0.1352
15773039,550,France,Male,37,3,0.0,1,1,1,179670.31,0,893.97,216.43,175,0.12
15755262,608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1,4200.28,967.75,150,0.0968
15679531,618,France,Male,34,5,134954.53,1,1,1,151954.39,0,5407.41,1287.52,175,0.0928
15684181,643,France,Male,45,5,0.0,1,1,0,142513.5,1,649.99,194.3,150,0.0828
15612087,671,France,Male,45,2,106376.85,1,0,1,158264.62,0,4877.79,1277.39,175,0.0716
15752047,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0,7989.89,2033.25,200,0.0644
15624592,603,France,Male,31,8,0.0,2,1,1,169915.02,0,736.89,150.02,225,0.0988
15573152,620,France,Female,41,9,0.0,2,0,0,88852.47,0,445.62,126.91,200,0.092
15594917,676,France,Female,34,1,63095.01,1,1,1,40645.81,0,2595.0,540.75,175,0.0696
15785542,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0,4868.68,996.61,200,0.1112
15723488,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,5571.76,1267.5,175,0.0728
15680920,695,France,Male,46,7,49512.55,1,1,0,133007.34,0,2787.9,690.23,150,0.062
15786308,730,Spain,Female,33,9,0.0,2,0,0,176576.62,0,1000.96,289.81,200,0.048
15659366,807,France,Male,43,1,105799.32,2,1,0,34888.04,1,4338.33,1210.43,200,0.0172
15774854,592,France,Male,54,8,0.0,1,1,1,28737.71,1,133.69,29.38,175,0.1032
15725311,726,France,Female,31,9,114722.05,2,1,1,98178.57,0,4966.06,1177.99,225,0.0496
15787155,514,Spain,Male,30,7,0.0,1,0,1,125010.24,0,640.21,177.99,175,0.1344
15727829,567,France,Male,42,2,0.0,2,1,1,167984.61,0,854.75,216.0,225,0.1132
15733247,850,France,Male,33,10,0.0,1,1,0,4861.72,1,50.0,10.87,150,0.005
15568748,671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1,4567.9,1094.49,175,0.0716
15699029,670,France,Male,37,4,170557.91,2,1,0,198252.88,0,7991.91,2098.62,200,0.072
15774393,694,France,Female,30,9,0.0,2,1,1,26960.31,0,168.74,50.17,225,0.0624
15676895,547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1,4053.07,1078.85,275,0.1212
15637753,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1,3897.95,785.9,150,0.0396
15605461,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0,5379.29,1455.1,150,0.1024
15808473,673,France,Male,72,1,0.0,2,0,1,111981.19,0,477.97,107.58,225,0.0708
15627000,610,France,Male,40,0,0.0,2,1,0,62232.6,0,292.78,83.8,200,0.096
15787174,512,France,Female,37,1,0.0,2,0,1,156105.03,0,805.16,191.94,225,0.1352
15723886,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0,6207.2,1365.35,225,0.0332
15704769,585,France,Female,67,5,113978.97,2,0,1,93146.11,0,4658.53,1149.7,225,0.106
15772896,763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1,3900.72,879.69,150,0.0348
15711540,712,France,Female,29,2,0.0,1,1,1,144375.0,0,566.87,126.74,175,0.0552
15764866,539,Germany,Female,43,3,116220.5,3,1,0,55803.96,1,4847.68,1247.43,250,0.1244
15794056,668,France,Female,46,2,0.0,3,1,0,89048.46,1,397.94,110.12,250,0.0728
15795149,703,France,Male,28,2,81173.83,2,0,1,162812.16,0,3846.01,1090.33,225,0.0588
15812009,662,Spain,Male,38,4,0.0,2,1,0,136259.65,0,621.56,149.03,200,0.0752
15651001,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0,5242.53,1083.53,150,0.05
15813844,703,France,Male,37,8,105961.68,2,0,1,74158.8,0,3799.08,943.68,225,0.0588
15596175,659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1,4199.77,1022.13,175,0.0764
15576269,523,Spain,Male,34,7,0.0,2,1,0,62030.06,0,376.19,82.65,200,0.1308
15797219,635,France,Female,40,10,123497.58,1,1,0,131953.23,1,4878.76,1412.96,150,0.086
15685500,772,Germany,Male,26,7,152400.51,2,1,0,79414.0,0,5780.94,1719.34,200,0.0312
15599792,545,France,Female,26,1,0.0,2,1,1,199638.56,0,1181.55,242.42,225,0.122
15657566,634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0,6338.71,1772.14,175,0.0864
15772423,739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1,5057.66,1338.11,150,0.0444
15628112,771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0,3479.86,786.95,150,0.0316
15753754,587,Spain,Female,34,1,0.0,2,1,1,97932.68,0,506.39,133.44,225,0.1052
15793726,681,France,Female,79,0,0.0,2,0,1,170968.99,0,1002.62,213.42,225,0.0676
15694717,544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0,3133.93,648.54,175,0.1224
15665834,696,Spain,Male,28,8,0.0,1,0,0,176713.47,0,861.9,258.01,150,0.0616
15765297,766,Spain,Male,41,0,0.0,2,0,1,34283.23,0,184.74,48.7,225,0.0336
15636684,727,France,Male,34,10,0.0,2,1,1,198637.34,0,1036.37,233.52,225,0.0492
15592979,671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0,2189.67,536.48,200,0.0716
15750803,693,France,Female,30,6,127992.25,1,1,1,50457.2,0,5300.09,1563.57,175,0.0628
15607178,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0,2498.19,609.24,175,0.005
15713853,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0,4565.16,1324.1,225,0.0472
15673481,726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0,4202.84,1205.71,150,0.0496
15686776,557,France,Female,32,6,184686.41,2,1,0,14956.44,0,7635.49,1789.88,200,0.1172
15673693,682,France,Female,26,0,110654.02,1,0,1,111879.21,0,4708.7,1269.47,175,0.0672
15700696,738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0,3407.25,906.5,175,0.0448
15813163,531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0,5049.67,1399.37,150,0.1276
15653857,498,France,Male,34,2,0.0,2,1,1,148528.24,0,754.18,178.43,225,0.1408
15777076,651,France,Male,36,7,0.0,2,1,0,13898.31,0,71.94,14.76,200,0.0796
15717398,549,Spain,Female,39,7,0.0,1,0,0,81259.25,1,408.46,88.68,150,0.1204
15799217,791,Germany,Female,35,7,52436.2,1,1,0,161051.75,0,2902.73,759.51,150,0.0236
15787071,650,Spain,Male,41,9,0.0,2,0,1,191599.67,0,888.87,246.67,225,0.08
15619955,733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1,4391.02,1210.19,250,0.0468
15796505,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0,6836.42,1766.31,225,0.0156
15725166,707,France,Male,30,8,0.0,2,1,0,33159.37,0,200.5,41.8,200,0.0572
15800116,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0,7283.85,1469.36,175,0.0552
15758685,706,Spain,Female,37,7,0.0,2,1,1,110899.3,0,575.89,160.22,225,0.0576
15694456,756,France,Male,62,3,0.0,1,1,1,11199.04,1,51.72,13.19,175,0.0376
15767339,777,France,Female,53,10,0.0,2,1,0,189992.97,0,844.29,234.94,200,0.0292
15683562,646,France,Male,35,6,84026.86,1,0,1,164255.69,0,4680.53,1012.3,175,0.0816
